Site,Date,live_dead,shell_height_mm,total_live,sample,time,latitude,longitude,depth_m,pH,cond_mScm,turb_NTU,TDS_gL,temp_C,sal_ppt,DO_mgL
Great Kills Harbor,2018-06-12,live,43.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,live,23.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,live,23.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,live,23.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,live,20.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,live,20.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,live,20.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,dead,52.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,dead,52.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,dead,52.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,live,34.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,live,34.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,live,34.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,dead,44.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,dead,44.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,dead,44.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,dead,57.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,dead,57.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,dead,57.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,dead,29.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,dead,29.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,dead,29.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,dead,30.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,dead,30.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,dead,30.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,live,51.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,live,51.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,live,51.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,live,74.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,live,74.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,live,74.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,live,93.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,live,93.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,live,93.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,dead,76.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,dead,76.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,dead,76.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,dead,74.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,dead,74.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,dead,74.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,dead,68.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,dead,68.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,dead,68.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,dead,67.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,dead,67.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,dead,67.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,dead,67.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,dead,67.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,dead,67.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,dead,59.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,dead,59.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,dead,59.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,dead,67.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,dead,67.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,dead,67.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,live,51.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,live,51.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,live,51.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,live,41.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,live,41.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,live,41.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,live,29.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,live,29.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,live,29.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,dead,57.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,dead,57.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,dead,57.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,dead,43.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,dead,43.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,dead,43.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,live,62.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,live,62.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,live,62.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,live,52.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,live,52.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,live,52.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,live,41.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,live,41.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,live,41.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,live,47.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,live,47.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,live,47.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,dead,62.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,dead,62.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,dead,62.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,live,62.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,live,62.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,live,62.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
Great Kills Harbor,2018-06-12,dead,56.0,81.7008547008547,1,1:50 PM,,,0.0,7.98,34.6,8.5,21.1,22.2035,18.84295,9.4575
Great Kills Harbor,2018-06-12,dead,56.0,81.7008547008547,2,1:59 PM,,,0.0,8.17,34.6,17.8,21.1,22.1835,18.84295,9.0375
Great Kills Harbor,2018-06-12,dead,56.0,81.7008547008547,3,2:00 PM,,,0.0,8.13,34.6,16.8,21.1,22.1835,18.84295,8.7675
